Date Time,Temp,WindSpeed,WindDirec,Rain,Pressure,Luminosity,Humidity
2019-12-04 08:03:00,29.9,18,156,10,98140,0.9,76
2019-12-08 21:22:00,20.9,38,287,10.3,81997,0.5,81
2019-12-11 09:18:00,29,3,174,5.8,82574,2.4,87
2019-12-12 04:55:00,18.4,23,8,16.7,86892,4.9,94
2019-11-29 16:33:00,28.7,31,98,10.3,98790,1,83
2019-12-12 09:52:00,29.8,44,256,5.1,90587,2.4,82
2019-12-07 19:33:00,28.9,60,251,7.9,84147,5,85
2019-11-30 21:41:00,20.8,58,273,11,83416,0.9,95
2019-12-09 04:28:00,22.7,7,137,18.4,81964,3.6,83
2019-11-29 16:18:00,29,11,76,4,98523,2,77
2019-12-02 06:47:00,21.1,37,168,18.8,98189,1,83
2019-12-02 03:08:00,27.2,51,255,16.2,102023,0.8,97
2019-12-05 08:06:00,21.5,46,267,16.7,87887,1.2,98
2019-12-04 15:36:00,20.3,39,337,14.6,95074,1,83
2019-12-03 17:25:00,21.7,41,295,14.6,107222,0.7,83
2019-12-10 20:18:00,23.5,62,200,13.1,89653,1.8,84
2019-12-11 19:17:00,29.4,15,258,2.8,86437,3,70
2019-12-03 17:36:00,21.6,58,128,16.2,106927,1.4,82
2019-12-10 10:09:00,21,59,21,11.9,92051,1.1,86
2019-11-29 21:22:00,27.5,63,131,14.2,96328,2.3,88
2019-12-11 10:08:00,29,17,217,1,80994,2,67
2019-12-10 15:15:00,28.1,65,32,7.2,93202,2.7,72
2019-12-05 10:21:00,29.4,69,205,7.9,83192,4.4,89
2019-12-06 06:34:00,28.2,33,37,7,84784,3.8,73
2019-12-03 08:40:00,28.6,35,78,5.9,114483,2.5,72
2019-12-05 12:24:00,28,18,346,17.7,85065,1.4,96
2019-12-10 22:54:00,22.6,42,319,5.7,92406,2.4,89
2019-12-03 02:47:00,21.8,16,194,4.4,117049,2.4,66
2019-12-10 16:48:00,29.3,12,232,14.2,95112,1.1,90
2019-12-06 06:53:00,29.3,24,153,7,84478,3.3,86
2019-12-10 05:51:00,23.8,49,97,17.8,90607,1.9,81
2019-12-11 16:37:00,28.5,8,314,11.9,84214,1.1,82
2019-12-06 00:35:00,18,19,235,4.2,81719,3.4,79
2019-12-02 18:30:00,22.3,20,329,15.9,110774,1,91
2019-12-11 08:23:00,30,24,103,5,81418,1.4,73
2019-11-29 18:56:00,25.3,32,331,16.8,95160,1,93
2019-12-04 22:28:00,19.5,49,207,6.4,93316,3.1,81
2019-12-06 20:00:00,24.9,62,135,12.2,89846,2.4,82
2019-12-08 22:22:00,23.2,34,130,12.5,82453,4.9,81
2019-12-02 02:26:00,21.8,66,247,19.9,96339,4.2,87
2019-12-08 03:10:00,18.7,40,78,4.2,81979,3.1,70
2019-12-06 18:28:00,28.4,5,35,1.6,88501,1.5,66
2019-12-11 03:59:00,19.5,20,59,15.1,85492,2.6,87
2019-12-04 16:11:00,28.4,68,284,0.8,94709,2.4,64
2019-12-02 14:43:00,28.6,68,201,4.4,108238,4.8,79
2019-11-29 18:34:00,27.7,23,296,16.9,95317,1.3,92
2019-12-01 06:24:00,29.4,1,302,13.6,86827,1.2,84
2019-12-10 15:52:00,29.2,36,172,5.9,94871,3.2,80
2019-12-11 09:16:00,28.2,7,52,9.5,81841,1.1,72
2019-12-03 12:27:00,28.5,11,266,18.2,112611,1.1,96
2019-12-11 03:16:00,24.1,47,167,8,87287,1.2,82
2019-12-09 17:48:00,28.6,27,171,6.1,86022,1.8,74
2019-12-07 02:48:00,25.5,43,333,1.3,83299,3,63
2019-12-13 03:54:00,19.5,64,196,11,88265,1.4,89
2019-12-01 14:46:00,28.8,53,8,2.3,99340,4.5,68
2019-12-09 09:26:00,20.6,61,226,11.5,84534,0.7,92
2019-12-04 14:56:00,21.1,22,317,12.5,98075,1,89
2019-12-10 09:38:00,21.5,63,68,17.9,90749,1,86
2019-12-08 14:21:00,28.9,34,217,10.5,82100,0.9,81
2019-12-01 17:37:00,23.2,52,298,17.8,94542,0.8,82
2019-12-06 19:05:00,23.7,33,192,12,89304,0,86
2019-12-01 02:41:00,25.9,39,183,10.1,87733,1.1,83
2019-12-05 20:26:00,27.5,10,188,9.9,81118,0.1,80
2019-11-30 19:52:00,24.5,63,230,17.6,85287,4.2,85
2019-12-03 15:06:00,22.9,29,98,15.8,113923,0.9,90
2019-12-07 11:17:00,29.4,4,45,8.9,82694,0.9,79
2019-12-10 12:56:00,28.6,1,100,4.7,92263,2.5,89
2019-12-08 02:58:00,28.3,51,98,6.1,82148,0.4,76
2019-12-11 17:52:00,20.6,54,65,16.4,84781,1,90
2019-12-12 06:41:00,21.2,25,76,16.3,90491,1.3,88
2019-12-11 11:13:00,21.9,60,159,13.5,81259,1.1,95
2019-12-10 07:36:00,28.1,14,80,10.1,90257,1.1,82
2019-12-02 15:25:00,22.7,53,112,17.6,108578,1,92
2019-12-04 17:38:00,25.3,23,190,15.6,93234,0.8,94
2019-12-12 11:31:00,28.2,6,78,6.6,93044,1.4,74
2019-12-13 02:32:00,27.3,30,40,6.6,85621,0.2,74
2019-12-11 06:57:00,28.7,10,58,19.5,85723,1.1,96
2019-12-02 19:06:00,21,8,217,12.2,110458,0.1,93
2019-12-12 01:39:00,22.5,1,129,15.4,81382,4.8,83
2019-12-09 21:32:00,24.5,7,317,16.7,87064,4.6,98
2019-12-03 08:51:00,29.7,38,288,4.9,115255,2.8,76
2019-12-04 04:26:00,28.3,53,105,2.5,101108,4.8,77
2019-12-11 14:42:00,25.1,20,28,11.6,80848,1.4,88
2019-11-30 12:09:00,29.8,0,307,1.9,94791,3.2,71
2019-12-09 02:48:00,25.9,51,48,18.6,80829,4.4,83
2019-12-06 15:54:00,28,44,45,9.8,83090,0.7,72
2019-11-30 00:36:00,27.4,64,209,2.6,95883,3.2,74
2019-12-02 12:40:00,29.1,61,322,3.9,100981,1,72
2019-12-12 15:41:00,21.4,30,304,15,89351,0.9,88
2019-12-01 11:43:00,29.3,38,241,2.4,92381,3.7,65
2019-12-04 22:56:00,20.6,17,134,3,93365,4.5,76
2019-12-12 02:38:00,21.3,39,270,7.6,82925,3.7,73
2019-12-09 17:08:00,28.5,32,212,6.8,87600,1.4,86
2019-12-09 10:48:00,28,18,281,14,84918,0.7,83
2019-11-29 15:46:00,23.6,23,134,13.8,97761,1.5,91
2019-12-05 01:21:00,21.3,8,67,19.2,95395,1.3,88
2019-12-01 08:23:00,29.8,50,268,0.7,88981,4.7,64
2019-12-03 13:34:00,28.5,8,149,4.9,112124,3.3,78
2019-11-29 15:48:00,28,10,290,18.8,98022,1,93
2019-12-06 23:03:00,21.2,6,217,5.5,88835,0.8,88
2019-11-29 15:52:00,29.3,16,224,16.8,99220,1.3,80
2019-12-09 15:35:00,29.1,29,336,5.6,81018,2.5,88
2019-12-07 09:06:00,25.2,59,100,17.6,87477,1,89
2019-12-09 19:04:00,22.6,41,60,4.5,85375,0,66
2019-12-05 07:10:00,26.2,42,62,13.8,88932,0.7,91
2019-12-01 08:11:00,28.1,56,129,2.1,89524,2,62
2019-12-11 14:43:00,28,17,85,11.5,80988,1.1,87
2019-12-08 10:55:00,28.3,8,134,18.8,83325,1,82
2019-11-29 08:55:00,28.7,51,7,2.1,90708,3.1,76
2019-12-01 20:12:00,20.5,38,348,17.2,97301,3.1,89
2019-12-11 19:50:00,24.5,6,205,6.5,84990,3.8,79
2019-12-10 17:55:00,28.8,25,317,6.5,96871,4.8,73
2019-12-09 11:13:00,29.3,14,310,16.6,85991,0.7,81
2019-12-02 20:28:00,24.6,60,234,13.6,112009,1,97
2019-11-30 09:56:00,22.5,59,152,16.4,94362,0.8,92
2019-12-09 01:07:00,22.8,7,351,5.1,82898,4.7,82
2019-12-10 04:12:00,22.8,28,270,11,85020,1.5,84
2019-12-01 08:12:00,28.6,64,276,1.6,89140,3,69
2019-12-05 03:39:00,26.2,66,67,14.4,92096,4.5,90
2019-12-02 05:30:00,28.2,48,309,13.8,101000,4.9,86
2019-12-12 04:01:00,19.7,41,135,6.5,83080,2.4,75
2019-12-09 08:34:00,29.8,51,97,1.3,85206,1.1,78
2019-11-30 08:25:00,22.7,33,289,15.4,94601,1.2,89
2019-11-29 16:41:00,28.6,40,190,9.1,99310,0.8,75
2019-12-10 10:26:00,20.4,37,292,14.3,93395,1.1,84
2019-12-02 15:41:00,21.4,64,1,12.8,111172,1,98
2019-12-11 23:37:00,19.9,68,135,17.9,84611,1,90
2019-12-09 16:16:00,27.3,39,26,14,84310,0.7,85
2019-12-01 00:40:00,25.5,6,255,16.3,88040,3.6,87
2019-12-06 23:01:00,21.3,20,238,9.3,88930,3.9,70
2019-12-04 19:26:00,26.4,29,199,13.7,90945,1.2,98
2019-12-06 14:41:00,29.4,22,176,7.3,80411,4.2,86
2019-12-06 07:23:00,29,14,344,13.2,83700,1.1,99
2019-12-07 20:15:00,25.7,24,61,3.5,80613,3.7,74
2019-12-13 10:49:00,24.6,57,294,14.3,89037,1.3,84
2019-12-08 17:00:00,29.7,13,101,6.2,83560,1.1,70
2019-11-30 18:16:00,28,16,181,11.4,88193,0.7,95
2019-11-29 22:11:00,28.8,22,144,12.6,95894,1.8,84
2019-12-05 20:35:00,25.7,27,293,8.3,80646,1.9,78
2019-12-12 18:13:00,28.5,53,84,7.3,90898,3.8,85
2019-12-02 02:31:00,18.9,63,337,15.4,96903,3.2,92
2019-12-01 04:36:00,18.9,28,77,7.7,88902,1.7,83
2019-12-03 23:09:00,20.9,40,245,16.4,103531,0.6,80
2019-12-13 07:33:00,28.5,63,37,4.2,95139,3.7,74
2019-12-13 11:23:00,21.6,55,204,13.1,89005,0.8,94
2019-12-03 05:38:00,20.2,41,40,5.8,113520,0.8,77
2019-11-30 03:11:00,23.7,47,180,11.3,92681,2.8,85
2019-12-03 08:07:00,28,22,84,0.5,112342,1,77
2019-12-01 22:36:00,28.6,15,228,1.8,93111,1.6,60
2019-12-05 22:09:00,27.2,42,260,3.3,82497,3.7,68
2019-12-08 12:54:00,21.7,31,201,18.9,80712,1.1,81
2019-12-13 09:55:00,21.6,41,343,16,88145,0.8,97
2019-12-04 14:10:00,28.5,36,130,8.1,101500,0.8,73
2019-12-13 06:42:00,22.1,63,281,15,92705,1.2,97
2019-12-12 20:28:00,23.3,42,303,16.5,90467,0.1,87
2019-11-29 20:59:00,28.3,43,355,10.1,96014,2.6,89
2019-12-01 19:02:00,22.8,21,159,16.4,96622,3.1,90
2019-12-04 10:48:00,24.2,60,268,17.4,95669,1,93
2019-12-07 00:18:00,18.4,24,112,9.7,84272,0.4,74
2019-12-10 05:41:00,19.9,53,297,15.9,90298,4.8,87
2019-12-09 00:48:00,23,2,62,12.3,81043,0.4,83
2019-12-05 07:29:00,22.5,47,269,15.5,88782,1.5,96
2019-11-30 03:48:00,25.1,44,221,9.4,94430,1.9,74
2019-12-09 13:43:00,29.9,46,21,3.9,82758,2.7,70
2019-12-09 06:03:00,29.6,23,53,0.8,81868,3.2,79
2019-12-01 00:31:00,21.8,16,134,12.9,88228,4.4,86
2019-12-03 20:58:00,24,65,78,0.6,103821,0.5,53
2019-12-02 17:02:00,22.4,43,256,11.8,111493,0.8,92
2019-12-02 17:22:00,21.7,57,108,15.1,109797,1.1,94
2019-12-03 12:48:00,29,18,176,6.9,111908,1.1,77
2019-12-02 01:44:00,20.5,35,202,10.3,96313,2.2,93
2019-12-05 06:28:00,29.3,65,118,6.3,90180,4.2,71
2019-12-12 22:56:00,28,18,316,1.5,87177,0.9,73
2019-11-30 16:53:00,28.9,12,123,14.3,91014,1.4,80
2019-12-02 19:17:00,19.5,14,296,9,111123,4.7,87
2019-12-05 20:19:00,28.7,4,16,2.8,81712,3.8,65
2019-12-13 15:56:00,20.5,61,83,18.9,95289,1.2,82
2019-11-29 21:20:00,28,66,117,11.8,96598,0.9,80
2019-12-13 17:58:00,28,30,286,9.7,93963,0.7,89
2019-12-08 15:57:00,28,44,284,9.2,82040,0.8,72
2019-11-29 19:22:00,28.7,39,87,16.9,95113,2.3,93
2019-12-09 12:54:00,20.6,46,311,16.4,81851,1.4,91
2019-12-07 15:07:00,28.5,60,43,5.6,85446,2.8,70
2019-12-08 05:04:00,24.3,9,86,5.2,83378,0.1,84
2019-11-30 23:06:00,21.3,45,350,15.4,84973,3.8,84
2019-12-06 00:38:00,18.4,14,65,6.7,81402,4.6,91
2019-12-10 17:13:00,28.5,10,26,14.7,94175,1.4,97
2019-12-04 06:07:00,28,31,201,1.5,99366,4.1,56
2019-12-08 02:27:00,23,32,230,3.8,83550,0.8,65
2019-12-03 10:09:00,21.1,31,19,13.1,112120,0.9,88
2019-12-01 03:02:00,18.4,7,244,8,90126,1.7,72
2019-12-11 05:59:00,19.9,30,248,0.1,85877,0.4,66
2019-12-02 12:31:00,28.3,59,163,3.1,101382,4.2,71
2019-12-06 23:58:00,19.9,42,63,9.2,84727,5,83
2019-11-29 21:05:00,27.9,46,115,2.4,96004,1.6,79
2019-12-02 06:06:00,28.8,34,228,9.1,100195,1.2,84
2019-12-01 23:21:00,28.9,13,274,10.2,97455,4.3,82
2019-12-12 03:08:00,19.1,52,169,10.9,83244,4.2,80
2019-12-01 01:29:00,21.8,28,186,1.8,87245,2.4,74
2019-12-12 08:43:00,21.1,31,129,17.4,92256,1.4,94
2019-12-03 19:17:00,21.6,4,356,6.1,112353,3,87
2019-12-09 05:21:00,27.6,11,204,3.8,80701,1.5,78
2019-12-11 20:22:00,25.1,22,222,14,87148,3.1,86
2019-12-02 03:35:00,21.6,68,201,15.6,103135,1.2,80
2019-12-06 20:35:00,25.2,67,110,17.6,88928,4.7,95
2019-12-12 00:41:00,23.2,45,161,11.7,84402,4.5,95
2019-12-08 19:29:00,27.6,39,137,19.2,86277,2.2,99
2019-11-30 18:44:00,29,14,331,13.4,87657,1.3,89
2019-12-07 05:13:00,28.4,50,177,11.7,83466,2.4,85
2019-12-09 01:56:00,29.5,61,296,19,81142,3.7,93
2019-12-03 06:58:00,23.1,23,354,13.8,113186,1.3,85
2019-12-04 18:50:00,20.1,29,306,14.3,90641,1.1,88
2019-12-05 01:42:00,20.2,22,214,15.2,97357,4.5,80
2019-12-11 13:37:00,28.7,12,343,18.2,80954,1.3,97
2019-12-07 15:12:00,29,68,156,8.9,85734,0.8,86
2019-12-08 01:01:00,27.7,49,7,17.3,80865,3.3,85
2019-12-08 15:22:00,29.2,41,164,0.3,80374,3.9,72
2019-12-11 04:03:00,18.3,14,212,15,85524,1.5,88
2019-11-30 05:13:00,26.5,45,163,19.2,93655,2.9,87
2019-12-01 14:30:00,28.2,63,246,5.6,99338,4.4,71
2019-12-08 03:15:00,19.3,50,198,14.3,82097,2.9,99
2019-12-02 17:01:00,20.9,38,188,10.3,111265,1.3,99
2019-12-10 01:13:00,18.4,47,239,15.5,84496,1.7,85
2019-12-09 09:46:00,20.1,55,291,16.9,84615,1.2,81
2019-12-12 20:26:00,24.6,32,86,18.4,89995,3.4,87
2019-12-02 05:42:00,23.9,63,67,19.7,100135,2.3,89
2019-12-12 19:14:00,22.2,37,82,17.9,91028,4.6,80
2019-11-30 10:43:00,20.3,43,288,12.3,94308,0.8,93
2019-12-04 19:19:00,25,17,43,14,89036,3.9,87
2019-12-02 01:31:00,21.5,6,210,11.5,97078,0.9,81
2019-12-07 12:54:00,29.6,24,349,6.2,80189,2.7,76
2019-12-11 08:45:00,28.9,2,43,4,80226,3.6,69
2019-12-09 00:34:00,26.9,8,175,8.4,80302,4.3,81
2019-12-03 11:10:00,28,18,104,13.6,113140,0.8,91
2019-12-08 04:43:00,21.8,69,73,3.4,81968,0.3,74
2019-12-08 13:58:00,25.1,46,35,18.8,84071,0.8,91
2019-12-02 22:59:00,28.4,24,160,0.8,114418,3.2,61
2019-12-10 19:38:00,27.6,56,55,6.8,92709,4.7,70
2019-12-04 14:21:00,29,21,127,10.9,102639,0.8,81
2019-12-08 07:26:00,28.8,13,0,4.9,80662,2.9,66
2019-11-29 16:17:00,28.7,6,14,3.5,98723,3.2,73
2019-12-04 03:08:00,21.8,23,21,0.9,107454,0.5,73
2019-12-13 10:55:00,20.2,62,204,19.7,89113,1.4,95
2019-12-04 09:33:00,28,13,68,1.3,95689,3.2,72
2019-12-04 18:03:00,28.6,0,123,6.2,92399,2.5,76
2019-12-03 19:39:00,27.3,29,92,2.7,110099,4.5,78
2019-12-02 00:50:00,26.6,51,75,17.8,94676,2.7,86
2019-12-02 08:56:00,29.4,38,154,2.2,100484,2.2,72
2019-12-12 12:58:00,29,35,344,5.6,92829,3.6,70
2019-12-11 21:30:00,25.8,7,305,3.9,84280,3.8,58
2019-12-11 12:47:00,28.6,20,203,13,80156,0.9,85
2019-12-11 13:18:00,28.7,10,181,11.9,80977,0.9,91
2019-12-12 05:56:00,19.6,39,40,19,89019,3.6,84
2019-12-09 20:04:00,23.8,3,344,15.3,85698,3.2,93
2019-12-11 23:46:00,20.1,33,163,18.9,84837,1.1,98
2019-11-29 12:11:00,28.6,57,13,1.2,94624,2.2,66
2019-12-01 05:40:00,18.9,6,284,18.5,90577,4.6,93
2019-12-12 08:22:00,28.7,13,335,10,89912,1.1,87
2019-11-29 21:02:00,26.3,45,191,5.9,95623,1.6,85
2019-12-06 13:06:00,29.8,41,233,2.9,85513,3.8,77
2019-12-10 12:30:00,23.1,69,268,13.6,91999,1.1,92
2019-12-04 00:02:00,28.3,28,89,11.6,104284,4.8,89
2019-12-08 02:00:00,27.6,61,223,2.8,81639,4,67
2019-12-10 07:51:00,21.6,33,70,18.5,92385,1.3,92
2019-12-03 01:06:00,29.2,60,26,19,118451,0.7,86
2019-12-13 03:20:00,26.3,28,327,10.5,88942,2.7,83
2019-12-13 01:09:00,20.7,25,311,7,87378,4.5,77
2019-12-02 07:06:00,21.7,42,135,19.6,99789,1.3,90
2019-12-06 07:16:00,22.3,21,110,10.3,83649,1.1,91
2019-11-30 21:34:00,19.4,65,35,15.4,85324,0.3,89
2019-12-09 04:27:00,24,10,74,17.5,81496,4.3,84
2019-12-01 08:45:00,29.4,59,190,7.8,88725,3.8,75
2019-12-08 04:09:00,28.4,60,208,11.4,81241,2.3,83
2019-12-01 07:38:00,28,38,13,5.5,88902,1.4,91
2019-12-03 21:30:00,25.7,37,165,19.5,103331,0.4,91
2019-12-09 06:05:00,29.6,25,204,0.1,81987,1.3,62
2019-11-29 15:08:00,21.4,43,346,11.9,95926,1,89
2019-11-30 13:59:00,26.4,32,213,14.1,93022,1.4,82
2019-12-13 06:40:00,20.8,63,16,14.2,92399,0.8,94
2019-12-04 01:45:00,19,18,304,5.6,106624,1.6,97
2019-12-07 00:28:00,24.8,40,152,12.4,83464,2.2,81
2019-12-05 08:55:00,22,47,311,16.1,85601,1.2,92
2019-12-06 12:02:00,28.3,46,95,8.9,80882,1.4,90
2019-12-08 10:38:00,28.9,27,103,2.5,85237,4.4,60
2019-12-11 01:43:00,18.5,53,349,15.3,93422,0.5,87
2019-12-13 10:36:00,28.7,64,7,9.3,89002,0.9,95
2019-12-05 09:08:00,22.2,34,74,17.6,84663,1.3,85
2019-12-09 18:46:00,29.5,22,169,4.1,87165,2.8,71
2019-12-02 08:43:00,29.2,13,198,9.3,98130,1.4,91
2019-12-01 15:59:00,28,25,82,9.2,96220,0.8,84
2019-12-07 20:29:00,18.3,9,245,6.8,80221,3.8,92
2019-12-12 05:54:00,19.4,23,74,14.3,89104,3.2,84
2019-12-06 15:22:00,21.9,29,356,12.7,81649,1,92
2019-12-04 06:48:00,29.9,23,33,3.6,99885,4.9,69
2019-12-05 11:07:00,29.3,32,122,5.3,82927,1.6,81
2019-12-05 05:17:00,22.6,61,345,6,93141,2.9,89
2019-12-01 14:50:00,29,49,39,1,100141,3.8,59
2019-12-03 03:14:00,20.4,34,194,3.8,118458,0.4,73
2019-12-02 17:05:00,22.4,43,36,13.8,111326,0.8,88
2019-12-07 19:12:00,27.1,62,135,5.7,83384,4,70
2019-12-12 16:05:00,28.8,9,29,12.4,90624,0.9,81
2019-12-07 14:39:00,28.5,44,254,4.5,85690,1.5,73
2019-12-13 16:05:00,21.6,40,199,16.3,93928,1.4,84
2019-12-05 20:00:00,21.7,14,141,2,82267,1.4,74
2019-11-30 07:46:00,28,58,276,9.7,96480,1.3,97
2019-12-02 06:13:00,29.2,27,319,6.8,100646,5,82
2019-11-30 19:22:00,20.6,42,354,16.3,87721,0.5,82
2019-12-08 05:29:00,28.3,19,117,4.5,82461,0.9,76
2019-12-13 02:00:00,21,19,153,0.9,85468,1.2,54
2019-12-02 13:37:00,29.9,46,359,1.1,106262,2.7,74
2019-12-10 03:35:00,20.2,55,305,15.2,85667,2.9,94
2019-12-08 17:35:00,22.3,57,109,16.3,85253,1.1,80
2019-12-02 08:12:00,28.3,13,139,8,96688,1.6,76
2019-11-30 12:22:00,28.2,33,254,5.3,95603,1.5,70
2019-12-09 07:59:00,22.7,46,315,12.6,82945,1.3,88
2019-12-07 03:42:00,28.7,20,313,13.7,81479,3.6,83
2019-12-07 07:05:00,29.1,17,291,12.9,82401,0.9,94
2019-12-05 19:56:00,21.2,27,218,3.1,82266,4.2,74
2019-12-04 16:57:00,29.7,44,334,9.7,94789,1.3,75
2019-11-29 19:27:00,28.8,38,184,15.6,95266,2.6,87
2019-12-12 13:52:00,28.5,4,193,9.2,90538,1.1,81
2019-12-12 19:57:00,26.4,62,272,11.2,91225,1.8,88
2019-11-29 23:46:00,28.2,17,123,5.8,94198,2.7,77
2019-11-29 21:32:00,27.1,53,209,11.5,97122,2.6,96
2019-12-10 15:35:00,28.4,53,189,8.6,95074,1.3,84
2019-12-01 12:03:00,30,13,168,7.4,92656,3.5,71
2019-12-11 18:07:00,29.9,68,184,5.2,86383,3.4,85
2019-12-08 05:19:00,24.8,18,103,0.3,82010,4.2,76
2019-12-04 22:00:00,19.4,56,335,1.7,92495,3.2,67
2019-11-29 16:36:00,22.1,33,119,11.3,99005,1.2,84
2019-12-05 04:23:00,26.9,58,232,9.4,95815,4.6,81
2019-11-29 20:14:00,27,29,138,6.6,95892,4.1,84
2019-12-06 14:00:00,28.7,11,205,10.3,83630,1,96
2019-12-07 10:19:00,29.5,26,223,6.7,84784,2,73
2019-12-04 19:57:00,26.1,29,206,14.7,92893,2.3,98
2019-12-04 05:20:00,27,26,304,5.2,103438,3.2,71
2019-12-02 08:44:00,29.3,22,79,10.9,98310,1.4,86
2019-12-13 15:11:00,20.2,41,189,17.4,92972,0.8,85
2019-11-29 19:08:00,29.4,39,159,16.4,95199,3.8,93
2019-12-01 22:31:00,26.4,15,207,3.2,92376,2.9,72
2019-12-13 11:17:00,21.5,53,252,13.3,87969,1.5,86
2019-12-11 09:40:00,23.9,32,49,11.5,82319,1.1,83
2019-12-11 02:09:00,23.9,10,90,11.8,92036,2.3,82
2019-11-30 10:29:00,21.9,48,279,14.5,95125,1,94
2019-12-11 09:25:00,28.7,8,321,10.9,81808,1.4,82
2019-12-03 08:45:00,20.5,25,278,12.8,114701,1.3,93
2019-12-05 02:54:00,26.2,38,280,14.4,92963,1.9,90
2019-12-05 13:29:00,28,38,175,7.9,85235,2.2,79
2019-12-04 03:19:00,20.5,30,331,2.4,106647,1.4,75
2019-12-13 09:38:00,20.6,51,334,12,90028,0.9,86
2019-11-29 20:50:00,26.9,59,269,1.6,95329,1.2,74
2019-12-12 09:45:00,28.4,50,219,6.9,91206,3.3,77
2019-12-13 09:36:00,21.7,38,64,13.7,89907,1.2,86
2019-12-06 08:31:00,20.3,35,9,15.1,83490,1.4,81
2019-11-29 19:31:00,24.5,56,277,15.1,95772,4,81
2019-12-02 08:58:00,29.3,46,242,3.5,100583,2.5,74
2019-12-13 07:16:00,20.8,51,40,10.9,93601,0.9,90
2019-12-04 18:39:00,22.7,34,283,15.1,91019,1.2,90
2019-12-04 01:48:00,20.5,20,62,10.1,106909,4.9,88
2019-12-09 15:28:00,29.7,43,252,9.4,81028,0.7,79
2019-12-04 21:40:00,21.4,37,153,16.7,91950,1.7,94
2019-12-06 04:10:00,21.4,9,246,4.2,82499,0.2,69
2019-12-02 03:18:00,29.1,66,1,17.7,101226,2.2,84
2019-12-02 02:14:00,27.1,37,269,9.4,95557,4.8,97
2019-12-03 15:01:00,20.6,26,174,14.1,115171,1.5,92
2019-12-07 19:46:00,23.8,42,126,13.2,84817,3.6,91
2019-12-11 22:16:00,23.7,6,345,12.5,82634,2.2,87
2019-12-04 13:18:00,28.8,24,227,3.3,101223,3.7,73
2019-12-02 15:59:00,28.9,6,238,19.3,109831,1,91
2019-12-08 09:22:00,28,32,71,7.9,84658,1.2,75
2019-12-09 19:07:00,27.2,39,125,7,85630,0.8,74
2019-12-07 15:25:00,28.3,52,210,3.2,86835,3.4,78
2019-12-08 12:45:00,25.5,23,315,14.3,80857,1.5,90
2019-11-29 23:30:00,23.8,8,69,16.3,93840,3.5,96
2019-12-12 14:15:00,28.5,9,236,7,91042,4.1,83
2019-12-11 17:02:00,28.9,39,171,4.9,82698,4.3,69
2019-12-04 02:56:00,19.6,31,0,3.6,108680,2.9,72
2019-12-02 06:40:00,20.6,33,255,14.3,98256,1.5,84
2019-11-30 03:25:00,26.6,47,226,10.9,93607,2.4,88
2019-12-04 13:33:00,27,45,290,12.5,98820,1.2,88
2019-12-01 03:17:00,26.2,14,56,9.4,88254,2.6,77
2019-12-02 19:09:00,19.9,17,64,10.7,110711,0.4,95
2019-11-30 19:10:00,18.1,25,126,17.3,86972,0.4,83
2019-12-07 10:51:00,29.3,9,116,15.7,85337,1.1,88
2019-12-09 16:02:00,28.2,44,16,6.1,84234,3.2,74
2019-12-11 20:47:00,26.6,8,233,14.8,84889,1.5,96
2019-12-07 02:03:00,22.2,54,63,2.3,82621,3.7,78
2019-12-12 20:09:00,25.4,38,88,7.5,90569,3.1,81
2019-11-30 13:34:00,28,60,166,8.9,92475,1.4,77
2019-12-09 07:03:00,28.8,15,96,5.7,83033,1.7,71
2019-12-02 10:42:00,20.8,39,61,11.2,104420,1.3,90
2019-12-03 06:12:00,29.1,4,147,15,111916,1.4,82
2019-12-09 05:40:00,29.3,20,194,3,81347,2.6,78
2019-12-06 19:08:00,24.6,18,323,9.9,89033,1.1,78
2019-12-09 05:42:00,28.2,25,12,3.6,81285,1.4,77
2019-12-01 15:51:00,21.1,55,126,19.1,96879,1,95
2019-12-06 11:54:00,28.5,32,59,9,80508,0.8,83
2019-11-29 11:36:00,29.8,6,323,1.4,96051,3,66
2019-12-04 02:53:00,19,23,341,7.7,107719,5,81
2019-12-09 18:40:00,29.7,26,120,6.7,86911,4.7,72
2019-12-02 18:32:00,27.1,21,153,14.8,111003,1.4,91
2019-11-30 23:05:00,21.1,52,96,17.1,84676,3.6,85
2019-12-05 01:23:00,18.8,2,251,19.3,95237,3.9,98
2019-12-05 01:44:00,20.9,22,166,13,97443,1.5,93
2019-12-13 14:54:00,23.5,29,158,17.1,93342,1.3,87
2019-12-11 00:25:00,19.2,50,110,9.3,92432,4.6,87
2019-12-03 03:23:00,19.8,37,355,4.6,119455,3.3,75
2019-12-10 00:44:00,21,53,276,16.6,87343,1.6,83
2019-12-08 19:50:00,25.8,35,16,17.9,86023,0.8,82
2019-12-01 10:04:00,28.5,39,131,5.7,93258,2.3,79
2019-12-09 05:41:00,27.8,24,110,5.5,81011,2.4,81
2019-12-06 09:52:00,28.7,62,349,0.9,81707,1,72
2019-12-13 12:14:00,20.3,39,72,16.2,87296,1.2,92
2019-12-06 00:12:00,26.5,7,289,6.3,80866,4.3,73
2019-12-13 04:14:00,26,39,27,13.9,89844,4.8,84
2019-12-13 00:21:00,22.6,41,54,3.4,88552,3.9,70
2019-12-12 03:35:00,20.2,61,206,5.7,83943,1.7,76
2019-12-08 16:00:00,28.4,33,105,8.1,81801,0.9,73
